Code région,Nom de la région,Code département,Code arrondissement,Code canton,Code commune,Nom de la commune,Population municipale,Population comptée à part,Population totale
82,Rhône-Alpes,07,1,25,275,Saint-Mélany,126,1,127
82,Rhône-Alpes,07,3,06,276,Saint-Michel-d'Aurance,240,10,250
82,Rhône-Alpes,07,1,33,277,Saint-Michel-de-Boulogne,145,11,156
82,Rhône-Alpes,07,2,31,278,Saint-Michel-de-Chabrillanoux,354,7,361
82,Rhône-Alpes,07,2,04,279,Saint-Montan,1764,52,1816
82,Rhône-Alpes,07,1,27,280,Saint-Paul-le-Jeune,852,18,870
82,Rhône-Alpes,07,3,19,281,Saint-Péray,7268,216,7484
82,Rhône-Alpes,07,1,05,282,Saint-Pierre-de-Colombier,390,39,429
82,Rhône-Alpes,07,2,14,283,Saint-Pierre-la-Roche,52,2,54
82,Rhône-Alpes,07,1,27,284,Saint-Pierre-Saint-Jean,153,3,156
82,Rhône-Alpes,07,3,21,285,Saint-Pierre-sur-Doux,101,2,103
82,Rhône-Alpes,07,2,20,286,Saint-Pierreville,519,10,529
82,Rhône-Alpes,07,1,29,287,Saint-Pons,262,14,276
82,Rhône-Alpes,07,2,13,288,Saint-Priest,1231,57,1288
82,Rhône-Alpes,07,1,33,289,Saint-Privat,1579,32,1611
82,Rhône-Alpes,07,3,10,290,Saint-Prix,253,12,265
82,Rhône-Alpes,07,2,04,291,Saint-Remèze,845,12,857
82,Rhône-Alpes,07,3,21,292,Saint-Romain-d'Ay,973,19,992
82,Rhône-Alpes,07,3,19,293,Saint-Romain-de-Lerps,708,20,728
82,Rhône-Alpes,07,1,27,294,Saint-Sauveur-de-Cruzières,542,9,551
82,Rhône-Alpes,07,2,20,295,Saint-Sauveur-de-Montagut,1149,43,1192
82,Rhône-Alpes,07,1,03,296,Saint-Sernin,1475,39,1514
82,Rhône-Alpes,07,3,19,297,Saint-Sylvestre,475,12,487
82,Rhône-Alpes,07,3,21,299,Saint-Symphorien-de-Mahun,126,8,134
82,Rhône-Alpes,07,2,07,298,Saint-Symphorien-sous-Chomérac,710,26,736
82,Rhône-Alpes,07,2,30,300,Saint-Thomé,383,10,393
82,Rhône-Alpes,07,3,17,301,Saint-Victor,932,22,954
82,Rhône-Alpes,07,2,14,302,Saint-Vincent-de-Barrès,781,40,821
82,Rhône-Alpes,07,2,13,303,Saint-Vincent-de-Durfort,222,3,225
82,Rhône-Alpes,07,1,05,235,Sainte-Eulalie,232,6,238
82,Rhône-Alpes,07,1,27,266,Sainte-Marguerite-Lafigère,80,1,81
82,Rhône-Alpes,07,1,26,304,Salavas,532,12,544
82,Rhône-Alpes,07,1,27,305,Les Salelles,295,9,304
82,Rhône-Alpes,07,1,26,306,Sampzon,217,3,220
82,Rhône-Alpes,07,1,11,307,Sanilhac,382,11,393
82,Rhône-Alpes,07,3,24,308,Sarras,2065,40,2105
82,Rhône-Alpes,07,3,21,309,Satillieu,1611,32,1643
82,Rhône-Alpes,07,3,22,310,Savas,802,36,838
82,Rhône-Alpes,07,2,14,311,Sceautres,141,3,144
82,Rhône-Alpes,07,3,24,312,Sécheras,481,9,490
82,Rhône-Alpes,07,3,22,313,Serrières,1145,13,1158
82,Rhône-Alpes,07,3,28,314,Silhac,340,13,353
82,Rhône-Alpes,07,1,23,315,La Souche,336,9,345
82,Rhône-Alpes,07,3,19,316,Soyons,1947,67,2014
82,Rhône-Alpes,07,3,32,317,Talencieux,922,24,946
82,Rhône-Alpes,07,1,11,318,Tauriers,179,9,188
82,Rhône-Alpes,07,2,30,319,Le Teil,7929,258,8187
82,Rhône-Alpes,07,3,22,321,Thorrenc,232,8,240
82,Rhône-Alpes,07,1,23,322,Thueyts,1168,20,1188
82,Rhône-Alpes,07,3,19,323,Toulaud,1671,30,1701
82,Rhône-Alpes,07,3,24,324,Tournon-sur-Rhône,10607,620,11227
82,Rhône-Alpes,07,1,33,325,Ucel,1894,78,1972
82,Rhône-Alpes,07,1,12,326,Usclades-et-Rieutord,122,4,126
82,Rhône-Alpes,07,1,11,327,Uzer,419,5,424
82,Rhône-Alpes,07,1,26,328,Vagnas,518,16,534
82,Rhône-Alpes,07,1,25,329,Valgorge,454,6,460
82,Rhône-Alpes,07,1,26,330,Vallon-Pont-d'Arc,2380,87,2467
82,Rhône-Alpes,07,1,33,331,Vals-les-Bains,3737,119,3856
82,Rhône-Alpes,07,2,30,332,Valvignères,421,15,436
82,Rhône-Alpes,07,3,32,333,Vanosc,873,18,891
82,Rhône-Alpes,07,1,27,334,Les Vans,2812,60,2872
82,Rhône-Alpes,07,3,17,335,Vaudevant,211,7,218
82,Rhône-Alpes,07,1,09,336,Vernon,218,3,221
82,Rhône-Alpes,07,3,32,337,Vernosc-lès-Annonay,2199,53,2252
82,Rhône-Alpes,07,3,28,338,Vernoux-en-Vivarais,1916,133,2049
82,Rhône-Alpes,07,1,33,339,Vesseaux,1577,54,1631
82,Rhône-Alpes,07,2,13,340,Veyras,1553,91,1644
82,Rhône-Alpes,07,1,29,341,Villeneuve-de-Berg,2845,107,2952
82,Rhône-Alpes,07,3,32,342,Villevocance,1195,22,1217
82,Rhône-Alpes,07,1,11,343,Vinezac,1195,43,1238
82,Rhône-Alpes,07,3,22,344,Vinzieux,368,4,372
82,Rhône-Alpes,07,3,24,345,Vion,885,35,920
82,Rhône-Alpes,07,2,30,346,Viviers,3867,98,3965
82,Rhône-Alpes,07,3,32,347,Vocance,620,11,631
82,Rhône-Alpes,07,1,29,348,Vogüé,906,20,926
82,Rhône-Alpes,07,2,31,349,La Voulte-sur-Rhône,5017,78,5095
21,Champagne-Ardenne,08,2,23,001,Acy-Romance,446,5,451
21,Champagne-Ardenne,08,1,05,003,Aiglemont,1571,48,1619
21,Champagne-Ardenne,08,2,01,004,Aire,224,12,236
21,Champagne-Ardenne,08,2,13,005,Alincourt,126,2,128
21,Champagne-Ardenne,08,4,02,006,Alland'Huy-et-Sausseuil,241,3,244
21,Champagne-Ardenne,08,4,08,007,Les Alleux,81,0,81
21,Champagne-Ardenne,08,2,23,008,Amagne,695,38,733
21,Champagne-Ardenne,08,3,18,009,Amblimont,144,3,147
21,Champagne-Ardenne,08,2,23,010,Ambly-Fleury,137,13,150
21,Champagne-Ardenne,08,1,35,011,Anchamps,234,5,239
21,Champagne-Ardenne,08,3,21,013,Angecourt,332,7,339
21,Champagne-Ardenne,08,2,13,014,Annelles,136,10,146
21,Champagne-Ardenne,08,1,25,015,Antheny,102,3,105
21,Champagne-Ardenne,08,1,25,016,Aouste,202,15,217
21,Champagne-Ardenne,08,4,12,017,Apremont,128,3,131
21,Champagne-Ardenne,08,4,17,018,Ardeuil-et-Montfauxelles,88,0,88
21,Champagne-Ardenne,08,2,23,021,Arnicourt,164,3,167
21,Champagne-Ardenne,08,1,22,022,Arreux,364,10,374
21,Champagne-Ardenne,08,3,21,023,Artaise-le-Vivier,60,0,60
21,Champagne-Ardenne,08,2,01,024,Asfeld,1008,15,1023
21,Champagne-Ardenne,08,4,02,025,Attigny,1195,11,1206
21,Champagne-Ardenne,08,1,25,026,Aubigny-les-Pothées,343,10,353
21,Champagne-Ardenne,08,2,19,027,Auboncourt-Vauzelles,104,1,105
21,Champagne-Ardenne,08,1,11,028,Aubrives,895,22,917
21,Champagne-Ardenne,08,3,04,029,Auflance,89,1,90
21,Champagne-Ardenne,08,1,29,030,Auge,57,4,61
21,Champagne-Ardenne,08,4,17,031,Aure,56,0,56
21,Champagne-Ardenne,08,2,13,032,Aussonce,173,2,175
21,Champagne-Ardenne,08,4,08,033,Authe,91,4,95
21,Champagne-Ardenne,08,3,18,034,Autrecourt-et-Pourron,347,6,353
21,Champagne-Ardenne,08,4,08,035,Autruche,56,3,59
21,Champagne-Ardenne,08,4,17,036,Autry,147,2,149
21,Champagne-Ardenne,08,1,29,037,Auvillers-les-Forges,903,10,913
21,Champagne-Ardenne,08,2,06,038,Avançon,320,9,329
21,Champagne-Ardenne,08,2,01,039,Avaux,471,16,487
21,Champagne-Ardenne,08,1,09,040,Les Ayvelles,886,23,909
21,Champagne-Ardenne,08,1,20,041,Baâlons,196,10,206
21,Champagne-Ardenne,08,1,09,042,Balaives-et-Butz,235,3,238
21,Champagne-Ardenne,08,3,27,043,Balan,1637,50,1687
21,Champagne-Ardenne,08,2,01,044,Balham,142,1,143
21,Champagne-Ardenne,08,4,31,045,Ballay,244,2,246
21,Champagne-Ardenne,08,2,06,046,Banogne-Recouvrance,153,8,161
21,Champagne-Ardenne,08,4,03,049,Bar-lès-Buzancy,111,3,114
21,Champagne-Ardenne,08,1,28,047,Barbaise,105,1,106
21,Champagne-Ardenne,08,2,23,048,Barby,371,16,387
21,Champagne-Ardenne,08,4,03,052,Bayonville,112,2,114
21,Champagne-Ardenne,08,3,27,053,Bazeilles,1995,211,2206
21,Champagne-Ardenne,08,3,18,055,Beaumont-en-Argonne,454,8,462
21,Champagne-Ardenne,08,4,12,056,Beffu-et-le-Morthomme,72,0,72
21,Champagne-Ardenne,08,4,08,057,Belleville-et-Châtillon-sur-Bar,322,39,361
21,Champagne-Ardenne,08,1,15,058,Belval,225,6,231
21,Champagne-Ardenne,08,4,03,059,Belval-Bois-des-Dames,40,3,43
21,Champagne-Ardenne,08,2,01,060,Bergnicourt,172,4,176
21,Champagne-Ardenne,08,4,03,061,La Berlière,47,0,47
21,Champagne-Ardenne,08,2,23,062,Bertoncourt,139,6,145
21,Champagne-Ardenne,08,3,21,063,La Besace,122,9,131
21,Champagne-Ardenne,08,2,23,064,Biermes,256,12,268
21,Champagne-Ardenne,08,3,04,065,Bièvres,63,1,64
21,Champagne-Ardenne,08,2,13,066,Bignicourt,63,2,65
21,Champagne-Ardenne,08,3,04,067,Blagny,1211,27,1238
21,Champagne-Ardenne,08,1,25,069,Blanchefosse-et-Bay,154,1,155
21,Champagne-Ardenne,08,2,01,070,Blanzy-la-Salonnaise,326,3,329
21,Champagne-Ardenne,08,1,24,071,Blombay,116,3,119
21,Champagne-Ardenne,08,1,16,081,Bogny-sur-Meuse,5531,78,5609
21,Champagne-Ardenne,08,3,36,072,Bosseval-et-Briancourt,423,13,436
21,Champagne-Ardenne,08,1,25,073,Bossus-lès-Rumigny,93,0,93
21,Champagne-Ardenne,08,4,17,074,Bouconville,51,2,53
21,Champagne-Ardenne,08,4,08,075,Boult-aux-Bois,146,6,152
21,Champagne-Ardenne,08,1,09,076,Boulzicourt,941,35,976
21,Champagne-Ardenne,08,4,31,077,Bourcq,59,6,65
21,Champagne-Ardenne,08,1,24,078,Bourg-Fidèle,811,15,826
21,Champagne-Ardenne,08,1,09,079,Boutancourt,254,11,265
21,Champagne-Ardenne,08,1,20,080,Bouvellemont,96,4,100
21,Champagne-Ardenne,08,4,17,082,Brécy-Brières,91,1,92
21,Champagne-Ardenne,08,3,18,083,Brévilly,398,3,401
21,Champagne-Ardenne,08,2,01,084,Brienne-sur-Aisne,179,2,181
21,Champagne-Ardenne,08,4,08,085,Brieulles-sur-Bar,225,4,229
21,Champagne-Ardenne,08,4,03,086,Briquenay,128,2,130
21,Champagne-Ardenne,08,1,29,087,Brognon,137,8,145
21,Champagne-Ardenne,08,3,21,088,Bulson,140,1,141
21,Champagne-Ardenne,08,4,03,089,Buzancy,371,10,381
21,Champagne-Ardenne,08,3,04,090,Carignan,3156,62,3218
21,Champagne-Ardenne,08,4,14,092,Cauroy,191,2,193
21,Champagne-Ardenne,08,1,25,094,Cernion,54,0,54
21,Champagne-Ardenne,08,1,20,095,Chagny,172,3,175
21,Champagne-Ardenne,08,1,09,096,Chalandry-Elaire,581,22,603
21,Champagne-Ardenne,08,4,17,097,Challerange,431,11,442
21,Champagne-Ardenne,08,1,09,099,Champigneul-sur-Vence,130,1,131
21,Champagne-Ardenne,08,4,12,098,Champigneulle,68,3,71
21,Champagne-Ardenne,08,1,25,100,Champlin,75,1,76
21,Champagne-Ardenne,08,3,26,101,La Chapelle,164,6,170
21,Champagne-Ardenne,08,2,07,102,Chappes,93,5,98
21,Champagne-Ardenne,08,4,02,103,Charbogne,210,4,214
21,Champagne-Ardenne,08,4,14,104,Chardeny,41,0,41
21,Champagne-Ardenne,08,1,98,105,Charleville-Mézières,50876,1835,52711
21,Champagne-Ardenne,08,1,11,106,Charnois,82,0,82
21,Champagne-Ardenne,08,2,06,107,Château-Porcien,1414,20,1434
21,Champagne-Ardenne,08,4,12,109,Chatel-Chéhéry,163,2,165
21,Champagne-Ardenne,08,2,13,111,Le Châtelet-sur-Retourne,576,10,586
21,Champagne-Ardenne,08,1,24,110,Le Châtelet-sur-Sormonne,166,2,168
21,Champagne-Ardenne,08,2,07,113,Chaumont-Porcien,453,6,459
21,Champagne-Ardenne,08,3,36,114,Chéhéry,137,6,143
21,Champagne-Ardenne,08,3,21,115,Chémery-sur-Bar,446,12,458
21,Champagne-Ardenne,08,4,08,116,Le Chesne,981,57,1038
21,Champagne-Ardenne,08,2,19,117,Chesnois-Auboncourt,162,1,163
21,Champagne-Ardenne,08,3,36,119,Cheveuges,426,18,444
21,Champagne-Ardenne,08,4,12,120,Chevières,50,1,51
21,Champagne-Ardenne,08,1,24,121,Chilly,153,2,155
21,Champagne-Ardenne,08,1,11,122,Chooz,766,23,789
21,Champagne-Ardenne,08,4,02,123,Chuffilly-Roche,89,0,89
21,Champagne-Ardenne,08,1,28,124,Clavy-Warby,351,6,357
21,Champagne-Ardenne,08,1,22,125,Cliron,293,10,303
21,Champagne-Ardenne,08,4,17,128,Condé-lès-Autry,72,2,74
21,Champagne-Ardenne,08,2,06,126,Condé-lès-Herpy,194,1,195
21,Champagne-Ardenne,08,4,31,130,Contreuve,71,5,76
21,Champagne-Ardenne,08,4,12,131,Cornay,80,3,83
21,Champagne-Ardenne,08,2,19,132,Corny-Machéroménil,154,2,156
21,Champagne-Ardenne,08,2,23,133,Coucy,514,6,520
21,Champagne-Ardenne,08,4,02,134,Coulommes-et-Marqueny,94,2,96
21,Champagne-Ardenne,08,4,31,135,La Croix-aux-Bois,116,2,118
21,Champagne-Ardenne,08,3,27,136,Daigny,355,7,362
21,Champagne-Ardenne,08,1,32,137,Damouzy,413,40,453
21,Champagne-Ardenne,08,3,04,138,Les Deux-Villes,257,1,258
21,Champagne-Ardenne,08,1,16,139,Deville,1149,13,1162
21,Champagne-Ardenne,08,1,09,140,Dom-le-Mesnil,1112,22,1134
21,Champagne-Ardenne,08,1,28,141,Dommery,194,6,200
21,Champagne-Ardenne,08,3,36,142,Donchery,2409,36,2445
21,Champagne-Ardenne,08,2,07,143,Doumely-Bégny,96,1,97
21,Champagne-Ardenne,08,2,23,144,Doux,69,0,69
21,Champagne-Ardenne,08,3,18,145,Douzy,1852,39,1891
21,Champagne-Ardenne,08,2,07,146,Draize,102,0,102
21,Champagne-Ardenne,08,4,14,147,Dricourt,87,11,98
21,Champagne-Ardenne,08,2,01,148,L' Écaille,191,0,191
21,Champagne-Ardenne,08,1,25,149,L' Échelle,145,3,148
21,Champagne-Ardenne,08,2,06,150,Écly,187,11,198
21,Champagne-Ardenne,08,4,30,151,Écordal,299,2,301
21,Champagne-Ardenne,08,1,09,152,Élan,79,2,81
21,Champagne-Ardenne,08,3,27,153,Escombres-et-le-Chesnois,337,2,339
21,Champagne-Ardenne,08,1,25,154,Estrebay,80,2,82
21,Champagne-Ardenne,08,1,24,155,Étalle,91,0,91
21,Champagne-Ardenne,08,1,29,156,Éteignières,456,12,468
21,Champagne-Ardenne,08,1,09,158,Étrépigny,258,6,264
21,Champagne-Ardenne,08,3,18,159,Euilly-et-Lombut,110,2,112
21,Champagne-Ardenne,08,1,15,160,Évigny,195,12,207
21,Champagne-Ardenne,08,4,12,161,Exermont,34,1,35
21,Champagne-Ardenne,08,1,15,162,Fagnon,359,10,369
21,Champagne-Ardenne,08,2,19,163,Faissault,201,9,210
21,Champagne-Ardenne,08,4,31,164,Falaise,346,8,354
21,Champagne-Ardenne,08,2,19,165,Faux,55,1,56
21,Champagne-Ardenne,08,1,10,166,Fépin,271,4,275
21,Champagne-Ardenne,08,1,25,167,La Férée,82,0,82
21,Champagne-Ardenne,08,3,04,168,La Ferté-sur-Chiers,187,3,190
21,Champagne-Ardenne,08,1,25,169,Flaignes-Havys,119,7,126
21,Champagne-Ardenne,08,3,26,170,Fleigneux,220,13,233
21,Champagne-Ardenne,08,4,12,171,Fléville,95,6,101
21,Champagne-Ardenne,08,1,29,172,Fligny,190,4,194
21,Champagne-Ardenne,08,1,09,173,Flize,1156,31,1187
21,Champagne-Ardenne,08,3,26,174,Floing,2487,66,2553
21,Champagne-Ardenne,08,1,11,175,Foisches,233,8,241
21,Champagne-Ardenne,08,4,03,176,Fossé,54,5,59
21,Champagne-Ardenne,08,2,07,178,Fraillicourt,217,7,224
21,Champagne-Ardenne,08,3,27,179,Francheval,628,13,641
21,Champagne-Ardenne,08,1,33,180,La Francheville,1591,37,1628
21,Champagne-Ardenne,08,1,25,182,Le Fréty,68,1,69
21,Champagne-Ardenne,08,1,11,183,Fromelennes,1065,29,1094
21,Champagne-Ardenne,08,3,04,184,Fromy,81,3,84
21,Champagne-Ardenne,08,1,10,185,Fumay,3884,75,3959
21,Champagne-Ardenne,08,4,08,186,Germont,43,0,43
21,Champagne-Ardenne,08,1,37,187,Gernelle,343,11,354
21,Champagne-Ardenne,08,1,34,188,Gespunsart,1133,18,1151
21,Champagne-Ardenne,08,1,25,189,Girondelle,150,5,155
21,Champagne-Ardenne,08,1,11,190,Givet,6736,179,6915
21,Champagne-Ardenne,08,3,26,191,Givonne,1128,22,1150
21,Champagne-Ardenne,08,2,07,192,Givron,76,5,81
21,Champagne-Ardenne,08,4,02,193,Givry,236,9,245
21,Champagne-Ardenne,08,3,26,194,Glaire,922,37,959
21,Champagne-Ardenne,08,2,01,195,Gomont,325,4,329
21,Champagne-Ardenne,08,2,19,196,Grandchamp,107,5,112
21,Champagne-Ardenne,08,4,08,019,Les Grandes-Armoises,46,2,48
21,Champagne-Ardenne,08,4,12,197,Grandham,55,2,57
21,Champagne-Ardenne,08,4,12,198,Grandpré,465,22,487
21,Champagne-Ardenne,08,1,37,199,La Grandville,796,15,811
21,Champagne-Ardenne,08,4,31,200,Grivy-Loisy,177,2,179
21,Champagne-Ardenne,08,1,28,201,Gruyères,65,1,66
21,Champagne-Ardenne,08,1,24,202,Gué-d'Hossus,512,1,513
21,Champagne-Ardenne,08,1,09,203,Guignicourt-sur-Vence,299,9,308
21,Champagne-Ardenne,08,4,30,204,Guincourt,96,1,97
21,Champagne-Ardenne,08,2,19,205,Hagnicourt,63,2,65
21,Champagne-Ardenne,08,1,22,206,Ham-les-Moines,357,7,364
21,Champagne-Ardenne,08,1,11,207,Ham-sur-Meuse,250,4,254
21,Champagne-Ardenne,08,1,25,208,Hannappes,159,0,159
21,Champagne-Ardenne,08,1,09,209,Hannogne-Saint-Martin,473,13,486
21,Champagne-Ardenne,08,2,06,210,Hannogne-Saint-Rémy,116,2,118
21,Champagne-Ardenne,08,3,21,211,Haraucourt,773,20,793
21,Champagne-Ardenne,08,1,22,212,Harcy,503,4,507
21,Champagne-Ardenne,08,1,10,214,Hargnies,492,16,508
21,Champagne-Ardenne,08,4,03,215,Harricourt,50,1,51
21,Champagne-Ardenne,08,1,22,216,Haudrecy,306,7,313
21,Champagne-Ardenne,08,1,16,217,Haulmé,82,1,83
21,Champagne-Ardenne,08,1,16,218,Les Hautes-Rivières,1725,39,1764
21,Champagne-Ardenne,08,2,06,219,Hauteville,114,3,117
21,Champagne-Ardenne,08,4,14,220,Hauviné,290,9,299
21,Champagne-Ardenne,08,1,10,222,Haybes,2057,61,2118
21,Champagne-Ardenne,08,3,04,223,Herbeuval,84,3,87
21,Champagne-Ardenne,08,2,06,225,Herpy-l'Arlésienne,192,5,197
21,Champagne-Ardenne,08,1,11,226,Hierges,212,6,218
21,Champagne-Ardenne,08,1,20,228,La Horgne,185,5,190
21,Champagne-Ardenne,08,2,01,229,Houdilcourt,148,2,150
21,Champagne-Ardenne,08,1,32,230,Houldizy,343,14,357
21,Champagne-Ardenne,08,3,26,232,Illy,404,11,415
21,Champagne-Ardenne,08,4,03,233,Imécourt,62,1,63
21,Champagne-Ardenne,08,2,06,234,Inaumont,68,1,69
21,Champagne-Ardenne,08,1,37,235,Issancourt-et-Rumel,404,15,419
21,Champagne-Ardenne,08,1,28,236,Jandun,276,7,283
21,Champagne-Ardenne,08,1,34,237,Joigny-sur-Meuse,704,20,724
21,Champagne-Ardenne,08,4,30,238,Jonval,82,7,89
21,Champagne-Ardenne,08,2,13,239,Juniville,1116,42,1158
21,Champagne-Ardenne,08,2,19,240,Justine-Herbigny,167,5,172
21,Champagne-Ardenne,08,1,16,242,Laifour,515,5,520
21,Champagne-Ardenne,08,1,28,243,Lalobbe,192,9,201
21,Champagne-Ardenne,08,4,30,244,Lametz,80,1,81
21,Champagne-Ardenne,08,4,03,246,Landres-et-Saint-Georges,101,5,106
21,Champagne-Ardenne,08,1,11,247,Landrichamps,141,1,142
21,Champagne-Ardenne,08,4,12,245,Lançon,40,5,45
21,Champagne-Ardenne,08,1,28,248,Launois-sur-Vence,611,48,659
21,Champagne-Ardenne,08,1,24,249,Laval-Morency,244,4,248
21,Champagne-Ardenne,08,4,14,250,Leffincourt,172,1,173
21,Champagne-Ardenne,08,1,25,251,Lépron-les-Vallées,86,0,86
21,Champagne-Ardenne,08,3,18,252,Létanne,126,3,129
21,Champagne-Ardenne,08,1,25,254,Liart,532,18,550
21,Champagne-Ardenne,08,3,04,255,Linay,241,2,243
21,Champagne-Ardenne,08,4,17,256,Liry,107,3,110
21,Champagne-Ardenne,08,1,25,257,Logny-Bogny,183,0,183
21,Champagne-Ardenne,08,4,31,259,Longwé,91,0,91
21,Champagne-Ardenne,08,1,22,260,Lonny,491,12,503
21,Champagne-Ardenne,08,4,08,261,Louvergny,77,4,81
21,Champagne-Ardenne,08,2,19,262,Lucquy,538,26,564
21,Champagne-Ardenne,08,1,37,263,Lumes,1121,41,1162
21,Champagne-Ardenne,08,4,14,264,Machault,497,13,510
21,Champagne-Ardenne,08,3,18,267,Mairy,214,2,216
21,Champagne-Ardenne,08,3,21,268,Maisoncelle-et-Villers,74,2,76
21,Champagne-Ardenne,08,3,04,269,Malandry,65,1,66
21,Champagne-Ardenne,08,4,17,271,Manre,129,2,131
21,Champagne-Ardenne,08,1,28,272,Maranwez,52,2,54
21,Champagne-Ardenne,08,1,25,273,Marby,65,3,68
21,Champagne-Ardenne,08,4,12,274,Marcq,112,3,115
21,Champagne-Ardenne,08,3,04,275,Margny,177,6,183
21,Champagne-Ardenne,08,3,04,276,Margut,790,19,809
21,Champagne-Ardenne,08,1,25,277,Marlemont,143,0,143
21,Champagne-Ardenne,08,4,30,278,Marquigny,66,2,68
21,Champagne-Ardenne,08,4,31,279,Mars-sous-Bourcq,49,1,50
21,Champagne-Ardenne,08,4,17,280,Marvaux-Vieux,65,0,65
21,Champagne-Ardenne,08,3,04,281,Matton-et-Clémency,465,5,470
21,Champagne-Ardenne,08,1,24,282,Maubert-Fontaine,1073,57,1130
21,Champagne-Ardenne,08,1,20,283,Mazerny,118,1,119
21,Champagne-Ardenne,08,1,22,284,Les Mazures,948,23,971
21,Champagne-Ardenne,08,2,13,286,Ménil-Annelles,94,5,99
21,Champagne-Ardenne,08,2,13,287,Ménil-Lépinois,106,2,108
21,Champagne-Ardenne,08,2,19,288,Mesmont,93,8,101
21,Champagne-Ardenne,08,3,04,289,Messincourt,593,13,606
21,Champagne-Ardenne,08,3,04,291,Mogues,147,3,150
21,Champagne-Ardenne,08,3,04,293,Moiry,187,2,189
21,Champagne-Ardenne,08,3,27,294,La Moncelle,132,1,133
21,Champagne-Ardenne,08,1,09,295,Mondigny,181,8,189
21,Champagne-Ardenne,08,3,21,300,Le Mont-Dieu,27,1,28
21,Champagne-Ardenne,08,2,23,306,Mont-Laurent,70,0,70
21,Champagne-Ardenne,08,4,17,308,Mont-Saint-Martin,86,5,91
21,Champagne-Ardenne,08,4,14,309,Mont-Saint-Remy,54,0,54
21,Champagne-Ardenne,08,4,17,296,Montcheutin,143,2,145
21,Champagne-Ardenne,08,1,22,297,Montcornet,267,8,275
21,Champagne-Ardenne,08,1,05,298,Montcy-Notre-Dame,1535,61,1596
21,Champagne-Ardenne,08,4,08,301,Montgon,74,3,77
21,Champagne-Ardenne,08,1,16,302,Monthermé,2498,81,2579
21,Champagne-Ardenne,08,4,17,303,Monthois,382,13,395
21,Champagne-Ardenne,08,1,10,304,Montigny-sur-Meuse,90,3,93
21,Champagne-Ardenne,08,1,20,305,Montigny-sur-Vence,224,4,228
21,Champagne-Ardenne,08,2,07,307,Montmeillant,98,8,106
21,Champagne-Ardenne,08,4,12,310,Mouron,79,6,85
21,Champagne-Ardenne,08,3,18,311,Mouzon,2392,81,2473
21,Champagne-Ardenne,08,1,22,312,Murtin-et-Bogny,180,6,186
21,Champagne-Ardenne,08,2,23,313,Nanteuil-sur-Aisne,121,5,126
21,Champagne-Ardenne,08,2,13,314,Neuflize,724,13,737
21,Champagne-Ardenne,08,1,28,315,Neufmaison,57,2,59
21,Champagne-Ardenne,08,1,34,316,Neufmanil,1191,29,1220
21,Champagne-Ardenne,08,3,21,317,La Neuville-à-Maire,104,3,107
21,Champagne-Ardenne,08,1,29,318,La Neuville-aux-Joûtes,352,12,364
21,Champagne-Ardenne,08,4,30,321,Neuville-Day,163,15,178
21,Champagne-Ardenne,08,2,13,320,La Neuville-en-Tourne-à-Fuy,469,8,477
21,Champagne-Ardenne,08,1,15,322,Neuville-lès-This,402,14,416
21,Champagne-Ardenne,08,2,19,323,La Neuville-lès-Wasigny,158,4,162
21,Champagne-Ardenne,08,1,29,319,Neuville-lez-Beaulieu,324,4,328
21,Champagne-Ardenne,08,2,19,324,Neuvizy,108,3,111
21,Champagne-Ardenne,08,4,08,325,Noirval,34,0,34
21,Champagne-Ardenne,08,4,03,326,Nouart,144,1,145
21,Champagne-Ardenne,08,1,09,327,Nouvion-sur-Meuse,2225,62,2287
21,Champagne-Ardenne,08,1,34,328,Nouzonville,6334,135,6469
21,Champagne-Ardenne,08,2,19,329,Novion-Porcien,492,14,506
21,Champagne-Ardenne,08,2,23,330,Novy-Chevrières,651,23,674
21,Champagne-Ardenne,08,3,36,331,Noyers-Pont-Maugis,718,17,735
21,Champagne-Ardenne,08,4,03,332,Oches,30,1,31
21,Champagne-Ardenne,08,4,12,333,Olizy-Primat,223,1,224
21,Champagne-Ardenne,08,1,09,334,Omicourt,51,0,51
21,Champagne-Ardenne,08,1,20,335,Omont,88,4,92
21,Champagne-Ardenne,08,3,04,336,Osnes,229,2,231
21,Champagne-Ardenne,08,4,14,338,Pauvres,182,4,186
21,Champagne-Ardenne,08,2,13,339,Perthes,292,17,309
21,Champagne-Ardenne,08,4,08,020,Les Petites-Armoises,63,1,64
21,Champagne-Ardenne,08,2,01,340,Poilcourt-Sydney,169,2,171
21,Champagne-Ardenne,08,1,20,341,Poix-Terron,832,23,855
21,Champagne-Ardenne,08,3,27,342,Pouru-aux-Bois,289,5,294
21,Champagne-Ardenne,08,3,27,343,Pouru-Saint-Remy,1232,28,1260
21,Champagne-Ardenne,08,1,25,344,Prez,143,5,148
21,Champagne-Ardenne,08,1,15,346,Prix-lès-Mézières,1328,32,1360
21,Champagne-Ardenne,08,3,04,347,Puilly-et-Charbeaux,257,4,261
21,Champagne-Ardenne,08,2,19,348,Puiseux,103,3,106
21,Champagne-Ardenne,08,3,04,349,Pure,630,6,636
21,Champagne-Ardenne,08,4,31,350,Quatre-Champs,194,8,202
21,Champagne-Ardenne,08,4,14,351,Quilly,85,0,85
21,Champagne-Ardenne,08,1,28,352,Raillicourt,221,6,227
21,Champagne-Ardenne,08,1,11,353,Rancennes,710,26,736
